folderyear,licencersn,licencenumber,licencerevisionnumber,businessname,businesstradename,status,issueddate,expireddate,businesstype,businesssubtype,unit,unittype,house,street,city,province,country,postalcode,localarea,numberofemployees,feepaid,extractdate,geom,geo_point_2d,longitude,latitude,feepaid_missing,feepaid_clean,business_group
24,4503906,24-180406,10,Najat Hassan Zaidan (Najat Zaidan),Enkidu Cuts Barbershop,Issued,2024-03-22T08:33:08-07:00,2024-12-31,Beauty Services,Barber Shop or Beauty Salon,,,6931,VICTORIA DRIVE,Vancouver,BC,,V5P 3Y7,Victoria-Fraserview,2.0,,2026-07-01T02:32:15-07:00,,,-123.066257340101,49.2210646697645,1,360.0,Beauty Services
25,4626705,25-118984,00,Isabelle's Enterprises Ltd,Isabelle's,Issued,2024-12-31T10:43:27-08:00,2025-12-31,Liquor Establishment,Extended - Class 2 66-200 seats,,,1141,HAMILTON ST,Vancouver,BC,CA,V6B 5P6,Downtown,25.0,2890.0,2026-07-01T02:32:20-07:00,,,-123.122114043898,49.275641207233,0,2890.0,Liquor Establishment
26,4854749,26-132165,00,OLC Housing Society,,Issued,2026-02-12T21:01:11-08:00,2026-12-31,Long-term Rental,Non-Profit Housing,,,5688,ASH ST,Vancouver,BC,CA,V5Z 3G7,South Cambie,0.0,634.0,2026-07-22T00:08:57-07:00,,,-123.117600891494,49.2338254630635,0,634.0,Long-term Rental
24,4505379,24-124569,10,Dr Christopher Haji Pavlou Inc,Skin Technique Medical Aesthetics,Issued,2024-02-02T16:31:55-08:00,2024-12-31,Health Care Facility,,,,1046,HAMILTON ST,Vancouver,BC,CA,V6B 2R9,Downtown,12.0,,2026-07-01T02:32:15-07:00,,,-123.119941573981,49.2763545702688,1,277.0,Health Care Facility
25,4655943,25-148220,00,Sleep Country Canada Inc,,Issued,2025-01-06T13:11:25-08:00,2025-12-31,Retail Dealer,,,,2105,W 41ST AV,Vancouver,BC,CA,V6M 1Z6,Arbutus-Ridge,9.0,265.0,2026-07-01T02:32:22-07:00,,,-123.155845460654,49.2348395618842,0,265.0,Retail Dealer
26,4832663,26-110081,00,Sal y Limon Mexican Cuisine Commercial Ltd,Sal Y Limon Mexican Cuisine,Issued,2025-11-14T15:00:24-08:00,2026-12-31,Restaurant,Class 1 with liquor service,,,1752,COMMERCIAL DRIVE,Vancouver,BC,CA,V5N 4A3,Grandview-Woodland,9.0,1426.0,2026-07-22T00:08:55-07:00,,,-123.069259964896,49.268815996574,0,1426.0,Restaurant
25,4886916,25-303359,00,(Christopher Shreiber),Chris Schreiber Physiotherapy,Issued,2025-11-21T08:41:14-08:00,2025-12-31,Health Care Professionals and Services,,325,Unit,234,W 3RD AV,Vancouver,BC,,V5Y 1G1,Mount Pleasant,4.0,118.0,2026-07-01T02:32:24-07:00,,,-123.10987827238,49.2681274371916,0,118.0,Health Care Professionals and Services
26,4839050,26-116467,00,(Kevin Bui),Kevin Bui Massage Therapy,Issued,2025-12-06T22:52:21-08:00,2026-12-31,Health Care Professionals and Services,,,,7116,KERR ST,Vancouver,BC,CA,V5S 4W2,Killarney,1.0,277.0,2026-07-22T00:08:56-07:00,,,-123.040183228366,49.2190880619162,0,277.0,Health Care Professionals and Services
24,4513186,24-132204,10,PHS Community Services Society,Station Street Community,Issued,2023-12-21T08:52:39-08:00,2024-12-31,Long-term Rental,Non-Profit Housing,,,1005,STATION ST,Vancouver,BC,CA,V6A 0B7,Strathcona,0.0,,2026-07-01T02:32:16-07:00,,,-123.099483688222,49.2756781812558,1,882.0,Long-term Rental
25,4815060,25-205298,01,IMPERIAL PARKING CANADA CORPORATION,Impark Lot 2299,Issued,2025-10-28T09:20:24-07:00,2025-12-31,Parking Area / Garage,Auto Parking Lot,,,1045,HOWE ST,Vancouver,BC,,V6Z 2A9,Downtown,1.0,13.0,2026-07-01T02:32:23-07:00,,,-123.125083925304,49.2795355901094,0,13.0,Parking Area / Garage
25,4656546,25-148823,00,Downtown Stamp & Coin Sales Ltd,,Issued,2024-11-19T12:33:25-08:00,2025-12-31,Retail Dealer,,,,5630,DUNBAR ST,Vancouver,BC,CA,V6N 1W7,Dunbar-Southlands,3.0,265.0,2026-07-01T02:32:22-07:00,,,-123.184990351885,49.2352713732212,0,265.0,Retail Dealer
26,4833535,26-110953,00,New Concept Education Inc,,Issued,2025-11-18T09:24:59-08:00,2026-12-31,Arts and Creative Instruction,,,,5739,COLLINGWOOD ST,Vancouver,BC,CA,V6N 4K6,Dunbar-Southlands,2.0,277.0,2026-07-22T00:08:55-07:00,,,-123.18248972358,49.2344581135462,0,277.0,Other
24,4490913,24-108543,10,Orange Peel Interactive Inc,,Issued,2023-12-13T15:27:17-08:00,2024-12-31,Digital Entertainment and Interactive Technology,,170,Unit,422,RICHARDS ST,Vancouver,BC,CA,V6B 2Z4,Downtown,1.0,,2026-07-01T02:32:14-07:00,,,-123.111926364132,49.2836865871596,1,277.0,Other
24,4512680,24-131694,10,ORR Development (1980) Corp,,Issued,2023-12-20T09:32:53-08:00,2024-12-31,Long-term Rental,,,,1850,W 8th Av,Vancouver,BC,CA,V6J 1W1,Kitsilano,0.0,,2026-07-01T02:32:16-07:00,,,-123.146765208007,49.26438047378,1,882.0,Long-term Rental
24,4504990,24-124142,10,Dr Bin Xie Inc,Sasamat Dental,Issued,2023-11-21T13:41:10-08:00,2024-12-31,Health Care Professionals and Services,,,,3780,W 10TH AV,Vancouver,BC,CA,V6R 2G4,West Point Grey,7.0,,2026-07-01T02:32:15-07:00,,,-123.187387773681,49.2632085387771,1,277.0,Health Care Professionals and Services
25,4772009,25-247628,00,(Albert Jeong),Backs In Action,Issued,2025-07-07T09:22:35-07:00,2025-12-31,Health Care Professionals and Services,,,,2917,HEBB AV,Vancouver,BC,,V5M 0C4,Renfrew-Collingwood,6.0,207.0,2026-07-01T02:32:23-07:00,,,-123.042424835637,49.2606031412959,0,207.0,Health Care Professionals and Services
26,4836545,26-113962,00,Dr Alex Rosenczweig Inc,Accord Dental Clinic,Issued,2025-11-13T21:38:55-08:00,2026-12-31,Health Care Professionals and Services,,,,2385,W 4TH AV,Vancouver,BC,CA,V6K 1P2,Kitsilano,3.0,277.0,2026-07-22T00:08:55-07:00,,,-123.159445256802,49.2684992164798,0,277.0,Health Care Professionals and Services
26,4891599,26-158859,00,1377247 BC LTD,Canntina Cannabis,Issued,2025-12-30T13:30:36-08:00,2026-12-31,Retail Dealer - Cannabis,,,,910,MAIN ST,Vancouver,BC,CA,V6A 2W1,Strathcona,5.0,5871.0,2026-07-22T00:08:58-07:00,,,-123.099447643462,49.2764999855067,0,5871.0,Other
24,4530003,24-206249,10,Aylin Kitchen and Pizzeria Ltd,,Issued,2024-06-17T14:27:48-07:00,2024-12-31,Restaurant,Class 1 with liquor service,,,151,W BROADWAY,Vancouver,BC,CA,V5Y 1P4,Mount Pleasant,8.0,181.0,2026-07-01T02:32:18-07:00,,,-123.108215751606,49.2632886876213,0,181.0,Restaurant
25,4671355,25-118870,01,DigiPros Dental Laboratory Inc,,Issued,2024-12-31T17:15:56-08:00,2025-12-31,Laboratory Services,,301,Unit,805,W BROADWAY,Vancouver,BC,CA,V5Z 1K1,Fairview,3.0,297.0,2026-07-01T02:32:22-07:00,,,-123.122237018287,49.263789572122,0,297.0,Other
24,4491241,24-108951,10,Sensodrive Technology Corp,,Issued,2023-12-18T17:27:01-08:00,2024-12-31,Information Communication Technology,,750,Unit,700,W PENDER ST,Vancouver,BC,CA,V6C 1G8,Downtown,1.0,,2026-07-01T02:32:14-07:00,,,-123.115619724804,49.2848045499607,1,277.0,Information Communication Technology
24,4512355,24-131355,10,PJ Dolman Holdings Ltd,,Issued,2023-11-19T19:34:52-08:00,2024-12-31,Long-term Rental,,,,2035,W 14TH AV,Vancouver,BC,CA,V6J 2K3,Kitsilano,0.0,,2026-07-01T02:32:16-07:00,,,-123.151613889024,49.2593679643096,1,882.0,Long-term Rental
26,4846030,26-123446,00,(Angelos Sabanis),,Issued,2025-12-10T07:29:07-08:00,2026-12-31,Long-term Rental,,,,2732,Quebec St,Vancouver,BC,CA,V5T 3A7,Mount Pleasant,0.0,490.0,2026-07-22T00:08:56-07:00,,,-123.102886373981,49.2606094669901,0,490.0,Long-term Rental
26,4871186,26-148602,00,Broadway West Realty Ltd,,Issued,2025-11-17T16:55:34-08:00,2026-12-31,Real Estate Services,,201,Unit,1055,W BROADWAY,Vancouver,BC,CA,V6H 1E2,Fairview,4.0,277.0,2026-07-22T00:08:58-07:00,,,-123.127803379894,49.2637106519185,0,277.0,Real Estate Services
25,4705942,25-140187,01,Two Worlds Consulting Ltd,,Issued,2025-07-14T09:09:04-07:00,2025-12-31,Consulting and Management Services,,920,Unit,505,BURRARD ST,Vancouver,BC,CA,V7X 1M4,Downtown,7.0,342.0,2026-07-01T02:32:23-07:00,,,-123.118959746657,49.2865570713147,0,342.0,Consulting and Management Services
24,4519200,24-138997,10,Synic Holdings Inc,C&R Digital Consulting,Issued,2023-12-20T09:15:25-08:00,2024-12-31,Consulting and Management Services,,1510,Unit,1075,W GEORGIA ST,Vancouver,BC,CA,V6E 3C9,Downtown,4.0,,2026-07-01T02:32:17-07:00,,,-123.122189505874,49.2858641494082,1,277.0,Consulting and Management Services
25,4619740,25-112019,00,1370935 BC LTD,Rosie's Beauty Room,Issued,2024-12-09T01:11:03-08:00,2025-12-31,Beauty Services,Beauty and Wellness Centre,7,Unit,1496,W 72ND AV,Vancouver,BC,CA,V6P 3C8,Marpole,1.0,360.0,2026-07-01T02:32:19-07:00,,,-123.140246281014,49.2056285143967,0,360.0,Beauty Services
26,4854431,26-131847,00,Chanstar Enterprises Corporation,,Issued,2025-12-15T17:06:13-08:00,2026-12-31,Long-term Rental,,,,6198,FRASER ST,Vancouver,BC,CA,V5W 3A1,Sunset,0.0,294.0,2026-07-22T00:08:57-07:00,,,-123.090212243307,49.2283785982647,0,294.0,Long-term Rental
26,4838000,26-115417,00,Samantha M Petrin (Samantha Petrin),,Issued,2025-12-02T12:18:30-08:00,2026-12-31,Health Care Professionals and Services,,,,1764,W 7TH AV,Vancouver,BC,CA,V6J 5A3,Fairview,1.0,277.0,2026-07-22T00:08:56-07:00,,,-123.145040495237,49.2652070083778,0,277.0,Health Care Professionals and Services
26,4836699,26-114116,00,Keith Allen Baxter (Keith Baxter),Dr Keith Baxter,Issued,2025-11-13T16:49:27-08:00,2026-12-31,Health Care Professionals and Services,,4211,Unit,2775,LAUREL ST,Vancouver,BC,CA,V5Z 1M9,Fairview,1.0,277.0,2026-07-22T00:08:55-07:00,,,-123.126010494749,49.2615278469583,0,277.0,Health Care Professionals and Services
25,4656976,25-149253,00,English Bay Bike Rentals Inc,English Bay Bikes,Issued,2025-05-19T21:08:57-07:00,2025-12-31,Retail Dealer,,,,1754,DAVIE ST,Vancouver,BC,CA,V6G 1W2,West End,16.0,310.0,2026-07-01T02:32:22-07:00,,,-123.141237398607,49.2864792151303,0,310.0,Retail Dealer
26,4854093,26-131509,00,Barry Kong & Dat C Kong & Yuk C Kong,,Issued,2025-12-23T11:21:51-08:00,2026-12-31,Long-term Rental,,,,701,CAMPBELL AV,Vancouver,BC,CA,V6A 3K7,Strathcona,0.0,463.0,2026-07-22T00:08:57-07:00,,,-123.085139039595,49.2780356392508,0,463.0,Long-term Rental
24,4495182,24-113565,10,Decoda Literacy Solutions Society,,Issued,2023-12-01T12:52:25-08:00,2024-12-31,Association or Society,,980,Unit,1125,HOWE ST,Vancouver,BC,CA,V6Z 2K8,Downtown,12.0,,2026-07-01T02:32:14-07:00,,,-123.126385825518,49.2787403485956,1,2.0,Association or Society
24,4501734,24-120699,10,Daisy Chu & Company Inc,,Issued,2023-12-12T14:20:09-08:00,2024-12-31,Financial Services,,202,Unit,3256,CAMBIE ST,Vancouver,BC,CA,V5Z 2W4,Riley Park,4.0,,2026-07-01T02:32:15-07:00,,,-123.114691453273,49.2562690448174,1,277.0,Financial Services
24,4518799,24-138510,10,(Iain  Thompson),Ernst & Young LP,Issued,2023-12-07T12:06:52-08:00,2024-12-31,Consulting and Management Services,,1900,Unit,1133,MELVILLE ST,Vancouver,BC,CA,V6E 4E5,Downtown,650.0,,2026-07-01T02:32:17-07:00,,,-123.122747455888,49.2873254172494,1,277.0,Consulting and Management Services
25,4628308,25-120587,00,Hollyburn Properties Ltd,Willow Gardens,Issued,2024-12-23T09:23:53-08:00,2025-12-31,Long-term Rental,,,,725,W 46TH AV,Vancouver,BC,CA,V5Z 2R3,Oakridge,0.0,752.0,2026-07-01T02:32:20-07:00,,,-123.122533228447,49.2297860810883,0,752.0,Long-term Rental
26,4859836,26-137252,00,1501916 B.C. LTD.,SC Home for Design,Issued,2025-11-25T13:34:56-08:00,2026-12-31,Non-Food Manufacturer Assembler and Processor,,,,48,W 5TH AV,Vancouver,BC,,V5Y 1H5,Mount Pleasant,9.0,277.0,2026-07-22T00:08:57-07:00,,,-123.105846435578,49.2662354805106,0,277.0,Non-Food Manufacturer Assembler and Processor
24,4502213,24-121226,11,(Kenneth Johnston),Deloitte & Touche LLP,Issued,2024-01-25T12:20:43-08:00,2024-12-31,Financial Services,,1900,Unit,410,W GEORGIA ST,Vancouver,BC,CA,V6B 1Z3,Downtown,732.0,,2026-07-01T02:32:15-07:00,,,-123.115881581318,49.2805115734956,1,277.0,Financial Services
25,4644880,25-137157,00,Stuart Ventures Inc,Kor Structural,Issued,2024-11-22T12:50:33-08:00,2025-12-31,Architectural and Engineering Services,,501,Unit,510,BURRARD ST,Vancouver,BC,CA,V6C 3A8,Downtown,1.0,265.0,2026-07-01T02:32:21-07:00,,,-123.11758014442,49.2860516234368,0,265.0,Architectural and Engineering Services
24,4533584,24-153237,10,GCP Canada Inc,,Issued,2023-11-28T10:12:38-08:00,2024-12-31,Wholesale Dealer - Non-Food,,,,476,INDUSTRIAL AV,Vancouver,BC,CA,V6A 2P3,Strathcona,7.0,,2026-07-01T02:32:18-07:00,,,-123.084637985953,49.2672370826335,1,277.0,Wholesale Dealer - Non-Food
26,4862529,26-139945,00,Allnorth Consultants Limited,,Issued,2025-11-14T13:35:02-08:00,2026-12-31,Architectural and Engineering Services,,1200,Unit,1100,MELVILLE ST,Vancouver,BC,CA,V6E 4A6,Downtown,50.0,577.0,2026-07-22T00:08:57-07:00,,,-123.122816935146,49.2865812989245,0,577.0,Architectural and Engineering Services
25,4624551,25-116830,00,(Henry Young),,Issued,2024-12-28T18:25:56-08:00,2025-12-31,Health Care Professionals and Services,,150,Unit,3665,KINGSWAY,Vancouver,BC,,V5R 5W2,Renfrew-Collingwood,1.0,265.0,2026-07-01T02:32:19-07:00,,,-123.02419552672,49.2326670344327,0,265.0,Health Care Professionals and Services
26,4836015,26-113432,00,Dr Chris Kan Inc,Arbutus Point Dental Centre,Issued,2025-12-01T12:23:42-08:00,2026-12-31,Health Care Professionals and Services,,,,2696,ARBUTUS ST,Vancouver,BC,CA,V6J 5L8,Kitsilano,7.0,277.0,2026-07-22T00:08:55-07:00,,,-123.152708458923,49.2622099545296,0,277.0,Health Care Professionals and Services
26,4834623,26-112041,00,Butterfly Studio Ltd,Butterfly Studio & Spa,Issued,2025-12-11T20:59:15-08:00,2026-12-31,Beauty Services,,,,3252,W BROADWAY,Vancouver,BC,CA,V6K 2H4,Kitsilano,5.0,277.0,2026-07-22T00:08:55-07:00,,,-123.176997390372,49.2639631150333,0,277.0,Beauty Services
25,4781611,25-146777,01,Easy Day Store Ltd,Vibe & Bite,Issued,2025-08-07T12:14:38-07:00,2025-12-31,Retail Dealer - Food,,,,892,BEACH AV,Vancouver,BC,CA,V6Z 2P9,Downtown,2.0,13.0,2026-07-01T02:32:23-07:00,,,-123.132794043581,49.2747251134272,0,13.0,Retail Dealer - Food
25,4651861,25-144138,00,Carey D Veinotte Law Corporation,Cassels Brock & Blackwell LLP,Issued,2024-11-15T11:55:08-08:00,2025-12-31,Legal Services,,2200,Unit,885,W GEORGIA ST,Vancouver,BC,CA,V6C 3E8,Downtown,1.0,265.0,2026-07-01T02:32:22-07:00,,,-123.119650025722,49.2836841369494,0,265.0,Legal Services
25,4725907,25-101108,01,Wallop Film Inc,,Issued,2025-05-26T08:56:53-07:00,2025-12-31,Photography Production and Rehearsal Studio,,400,Unit,22,E 5TH AV,Vancouver,BC,CA,V5T 1G8,Mount Pleasant,3.0,32.0,2026-07-01T02:32:23-07:00,,,-123.104305356489,49.2662134404944,0,32.0,Photography Production and Rehearsal Studio
24,4493122,24-111205,10,BC Restaurant Builders Inc,,Issued,2023-12-12T15:09:24-08:00,2024-12-31,General Contractor,,,,8279,ROSS ST,Vancouver,BC,CA,V5X 4W1,Sunset,3.0,,2026-07-01T02:32:14-07:00,,,-123.084517628397,49.2094875291656,1,376.0,General Contractor
26,4877977,26-155392,00,GCT Canada GP LLC,,Issued,2026-02-09T11:10:10-08:00,2026-12-31,Transportation and Support Services,,,,1300,STEWART ST,Vancouver,BC,CA,V5L 4X5,Grandview-Woodland,36.0,634.0,2026-07-22T00:08:58-07:00,,,-123.076316124899,49.2856851305333,0,634.0,Other
24,4513811,24-132855,10,White Spot Limited,,Issued,2023-11-29T09:40:47-08:00,2024-12-31,Business Support Services,,200,Unit,8223,SHERBROOKE ST,Vancouver,BC,CA,V5X 4E6,Sunset,60.0,,2026-07-01T02:32:16-07:00,,,-123.082652283167,49.2099164250964,1,277.0,Business Support Services
25,4610375,25-102654,00,Edge Vancouver Construction Group Ltd,,Issued,2024-11-13T15:52:09-08:00,2025-12-31,General Contractor,,,,22,W 2ND AV,Vancouver,BC,CA,V5Y 1B3,Mount Pleasant,30.0,660.0,2026-07-01T02:32:19-07:00,,,-123.104901053954,49.2689308727528,0,660.0,General Contractor
25,4618884,25-111163,00,Narcisa V Vinluan (Narcisa Vinluan),Style Cuts,Issued,2024-12-26T13:40:07-08:00,2025-12-31,Beauty Services,,,,2785,ASH ST,Vancouver,BC,CA,V5Z 1M9,Fairview,1.0,265.0,2026-07-01T02:32:19-07:00,,,-123.118768379347,49.2611642321494,0,265.0,Beauty Services
26,4861535,26-138951,00,Ngoc Hien Do (Ngoc Do),Luxcious Upholstery,Issued,2026-02-18T10:30:33-08:00,2026-12-31,Personal Services,,,,1896,MAIN ST,Vancouver,BC,CA,V5T 3B7,Mount Pleasant,3.0,324.0,2026-07-22T00:08:57-07:00,,,-123.100340717367,49.2685246610611,0,324.0,Other
26,4837906,26-115323,00,Dr. Firouzeh Malekian Inc,,Issued,2025-11-16T13:47:51-08:00,2026-12-31,Health Care Professionals and Services,,,,917,DENMAN ST,Vancouver,BC,CA,V6G 2L9,West End,4.0,587.0,2026-07-22T00:08:56-07:00,,,-123.137494706727,49.290423639898,0,587.0,Health Care Professionals and Services
25,4630051,25-122330,00,Heatherlea Title Ltd,Heatherlea Apartments,Issued,2025-01-13T11:28:12-08:00,2025-12-31,Long-term Rental,,,,1406,LABURNUM ST,Vancouver,BC,CA,V6J 3W3,Kitsilano,0.0,940.0,2026-07-01T02:32:20-07:00,,,-123.151046785835,49.2733516527626,0,940.0,Long-term Rental
25,4624221,25-116500,00,Grace Code Naturopathic Inc,,Issued,2025-04-16T11:00:55-07:00,2025-12-31,Health Care Professionals and Services,,200,Unit,1168,HAMILTON ST,Vancouver,BC,CA,V6B 2S2,Downtown,1.0,310.0,2026-07-01T02:32:19-07:00,,,-123.121996984635,49.2750076198637,0,310.0,Health Care Professionals and Services
24,4514136,24-133213,10,David A Allard Law Corporation,Lawson Lundell LLP,Issued,2023-12-21T15:31:12-08:00,2024-12-31,Legal Services,,1600,Unit,925,W GEORGIA ST,Vancouver,BC,CA,V6C 3L2,Downtown,0.0,,2026-07-01T02:32:16-07:00,,,-123.119779336932,49.2843274008411,1,277.0,Legal Services
25,4626124,25-118403,00,Bit Quill Technologies Inc,,Issued,2024-11-19T12:02:45-08:00,2025-12-31,Information Communication Technology,,300,Unit,116,W 6TH AV,Vancouver,BC,CA,V5Y 1K6,Mount Pleasant,81.0,265.0,2026-07-01T02:32:20-07:00,,,-123.10739978202,49.2653605949107,0,265.0,Information Communication Technology
25,4642646,25-134923,00,Pacific Association of First Nations' Women,,Issued,2024-11-18T13:23:35-08:00,2025-12-31,Association or Society,,,,2018,WALL ST,Vancouver,BC,CA,V5L 1B1,Grandview-Woodland,20.0,2.0,2026-07-01T02:32:21-07:00,,,-123.062822573702,49.2850762935503,0,2.0,Association or Society
26,4846998,26-124414,00,Five Mile Holdings Ltd,,Issued,2025-12-03T08:56:56-08:00,2026-12-31,Long-term Rental,,,,2033,COMOX ST,Vancouver,BC,CA,V6G 1S1,West End,0.0,8918.0,2026-07-22T00:08:56-07:00,,,-123.142698427716,49.2909918073739,0,8918.0,Long-term Rental
25,4651469,25-143746,00,T. McKendrick Consulting ltd,,Issued,2024-12-03T11:43:46-08:00,2025-12-31,Legal Services,,,,2604,MACKENZIE ST,Vancouver,BC,CA,V6K 4A1,Kitsilano,1.0,265.0,2026-07-01T02:32:22-07:00,,,-123.169836929578,49.2630636640188,0,265.0,Legal Services
24,4502758,24-121759,10,Wasantha I Premarathne (Wasantha Premarathne),BG Fuels Gas Bar 1717,Issued,2023-12-03T07:20:07-08:00,2024-12-31,Gas Station,,,,360,SE MARINE DRIVE,Vancouver,BC,CA,V5X 2S8,Sunset,10.0,,2026-07-01T02:32:15-07:00,,,-123.100332004776,49.2091981529631,1,376.0,Other
25,4658013,25-150290,00,1384086 BC Ltd,Top Vape Shop,Issued,2024-12-31T02:45:16-08:00,2025-12-31,Retail Dealer,,,,3081,MAIN ST,Vancouver,BC,CA,V5T 3G6,Mount Pleasant,2.0,265.0,2026-07-01T02:32:22-07:00,,,-123.101667089964,49.2576837829355,0,265.0,Retail Dealer
26,4838132,26-115549,00,(Robin Ferguson),,Issued,2026-03-10T08:13:24-07:00,2026-12-31,Health Care Professionals and Services,,,,4196,MAIN ST,Vancouver,BC,CA,V5V 3P7,Riley Park,1.0,324.0,2026-07-22T00:08:56-07:00,,,-123.100746404716,49.2477160475194,0,324.0,Health Care Professionals and Services
24,4524164,24-143923,10,Arkady Draliuk & Roman Lerner,AAA Pawnbroker,Issued,2023-12-11T15:39:51-08:00,2024-12-31,Retail Dealer,,,,3021,Main St,Vancouver,BC,CA,V5T 3G6,Mount Pleasant,4.0,,2026-07-01T02:32:17-07:00,,,-123.101560092233,49.2581149277281,1,277.0,Retail Dealer
25,4650498,25-142775,00,Michael Arthur Wagner (Michael Wagner),Roper Greyell LLP,Issued,2024-11-20T16:07:59-08:00,2025-12-31,Legal Services,,1850,Unit,745,THURLOW ST,Vancouver,BC,CA,V6E 0C5,West End,1.0,265.0,2026-07-01T02:32:21-07:00,,,-123.124465550389,49.2853876476896,0,265.0,Legal Services
26,4844528,26-121945,00,1330169 BC Ltd,Little Umbrella,Issued,2025-12-31T19:29:09-08:00,2026-12-31,Limited Service Food Establishment,Without Liquor,,,4372,W 10TH AV,Vancouver,BC,CA,V6R 2H7,West Point Grey,8.0,723.0,2026-07-22T00:08:56-07:00,,,-123.205183757612,49.263468581521,0,723.0,Limited Service Food Establishment
24,4502446,24-121481,10,Beautifi Solutions Inc,Beautifi,Issued,2023-11-22T17:23:19-08:00,2024-12-31,Financial Services,,915,Unit,609,GRANVILLE ST,Vancouver,BC,CA,V7Y 1H4,Downtown,13.0,,2026-07-01T02:32:15-07:00,,,-123.117751286267,49.2834005265727,1,277.0,Financial Services
25,4630280,25-122559,00,BW Apartments LTD,,Issued,2024-11-20T08:28:16-08:00,2025-12-31,Long-term Rental,,,,2256,BRUNSWICK ST,Vancouver,BC,CA,V5T 3L7,Mount Pleasant,0.0,1786.0,2026-07-01T02:32:20-07:00,,,-123.096706341118,49.2647729653524,0,1786.0,Long-term Rental
24,4527097,24-189820,10,1423232 B.C. LTD.,,Issued,2024-03-08T13:44:09-08:00,2024-12-31,Retail Dealer - Food,,Suite,Unit,5036,VICTORIA DRIVE,Vancouver,BC,,V5P 3T8,Kensington-Cedar Cottage,3.0,,2026-07-01T02:32:17-07:00,,,-123.064982762461,49.2386109492203,1,376.0,Retail Dealer - Food
25,4622616,25-114895,00,Dr Tony Gill Dental Inc,,Issued,2024-11-18T10:45:28-08:00,2025-12-31,Health Care Professionals and Services,,,,2899,W 41ST AV,Vancouver,BC,CA,V6N 3C5,Arbutus-Ridge,2.0,265.0,2026-07-01T02:32:19-07:00,,,-123.169944787161,49.2349341994472,0,265.0,Health Care Professionals and Services
25,4619819,25-112098,00,(Bronson Ramos),Brawnsoone Tattoo,Issued,2025-10-14T08:36:19-07:00,2025-12-31,Beauty Services,Tattoo Parlour,,,1111,COMMERCIAL DRIVE,Vancouver,BC,CA,V5L 3X3,Grandview-Woodland,1.0,405.0,2026-07-01T02:32:19-07:00,,,-123.069949481653,49.2745234353593,0,405.0,Beauty Services
24,4523727,24-143471,10,Rowboat Investments Inc,,Issued,2024-01-11T13:22:10-08:00,2024-12-31,Long-term Rental,,,,866,E BROADWAY,Vancouver,BC,CA,V5T 1Y1,Mount Pleasant,0.0,,2026-07-01T02:32:17-07:00,,,-123.085603327158,49.2621356773046,1,882.0,Long-term Rental
26,4828147,26-105565,00,Mondevo Contracting Inc,,Issued,2026-01-06T10:22:47-08:00,2026-12-31,General Contractor,,,,483,W 16TH AV,Vancouver,BC,CA,V5Y 1Z2,Mount Pleasant,1.0,376.0,2026-07-22T00:08:55-07:00,,,-123.114427421533,49.2571389552154,0,376.0,General Contractor
25,4619021,25-111300,00,Nick International Hair Studio Ltd,,Issued,2024-12-06T19:31:52-08:00,2025-12-31,Beauty Services,Barber Shop or Beauty Salon,,,2071,W 41st Av,Vancouver,BC,CA,V6M 1Y7,Shaughnessy,2.0,360.0,2026-07-01T02:32:19-07:00,,,-123.153914069772,49.2348113425279,0,360.0,Beauty Services
26,4948718,26-205709,00,ASCOTT EVENT RENTALS LIMITED,Ascott Event Rentals,Issued,2026-03-02T14:08:32-08:00,2026-12-31,Wholesale Dealer - Non-Food,,,,1590,RAND AV,Vancouver,BC,,V6P 3G2,Marpole,1.0,231.0,2026-07-22T00:08:59-07:00,,,-123.143828338561,49.2057485594708,0,231.0,Wholesale Dealer - Non-Food
24,4483459,24-100874,10,Ka Wah Estates Ltd,Beachview,Issued,2024-01-04T16:09:27-08:00,2024-12-31,Long-term Rental,,,,1433,Beach Av,Vancouver,BC,CA,V6G 1Y3,West End,0.0,,2026-07-01T02:32:13-07:00,,,-123.139787229749,49.2821485243059,1,882.0,Long-term Rental
24,4505129,24-124296,10,Pacific Executive Health Inc,,Issued,2023-11-30T15:46:09-08:00,2024-12-31,Health Care Facility,,303,Unit,550,W BROADWAY,Vancouver,BC,CA,V5Z 0E9,Fairview,1.0,,2026-07-01T02:32:15-07:00,,,-123.116555459207,49.2629292228399,1,277.0,Health Care Facility
24,4503760,24-122845,10,1013661 BC LTD,Moizu Skin,Issued,2024-01-11T11:49:51-08:00,2024-12-31,Beauty Services,Beauty and Wellness Centre,,,2495,KINGSWAY,Vancouver,BC,CA,V5R 5G8,Renfrew-Collingwood,2.0,,2026-07-01T02:32:15-07:00,,,-123.054943194014,49.240788879898,1,360.0,Beauty Services
26,4941775,26-199006,00,TOCHA FOODS CORPORATION,Tocha Foods,Issued,2026-05-07T13:32:40-07:00,2026-12-31,Wholesale Dealer - Food,,223,Unit,1868,GLEN DRIVE,Vancouver,BC,,V6A 4K4,Strathcona,2.0,580.0,2026-07-22T00:08:58-07:00,,,-123.080808545341,49.2684125643284,0,580.0,Other
